hip,ra,dec,Vmag
92391,282.42064683,-5.91286256,5.99
92393,282.42697137,15.93454314,6.68
92394,282.43200184,-72.99572253,6.04
92396,282.4336895,31.62946086,6.64
92398,282.44130836,32.81282037,5.93
92405,282.47048652,32.55105772,5.22
92420,282.51997782,33.36266704,3.52
92426,282.53685083,-3.62267007,6.93
92436,282.57534666,60.8375521,6.69
92442,282.58349016,-7.90761682,6.82
92449,282.60220568,24.10671699,6.85
92450,282.6069439,7.4582364,6.88
92456,282.62987458,-13.5722622,6.48
92475,282.68979802,10.97639233,6.37
92480,282.71037823,-22.16219033,6.29
92488,282.74378665,-9.77409554,5.82
92487,282.74437907,-41.06268705,6.5
92491,282.74946819,-20.2952301,6.84
92501,282.77254699,-3.26113983,6.89
92508,282.78643469,-39.17487022,6.98
92512,282.80039775,59.38835076,4.63
92521,282.83284796,-17.15428288,6.87
92524,282.84232321,-3.31785655,6.08
92549,282.89557639,52.97511698,5.51
92550,282.89954712,28.78367076,6.22
92551,282.9021549,36.53909179,6.1
92593,283.00801506,13.96564709,6.19
92594,283.00919249,59.66703533,6.96
92599,283.03020703,41.38324365,6.28
92602,283.03489614,-21.92152716,6.58
92608,283.04974405,-41.70919513,6.47
92609,283.05431199,-62.18759351,4.22
92614,283.0684505,21.42514188,5.43
92620,283.07765039,14.53549643,6.55
92630,283.11346085,-46.59511911,5.51
92635,283.11797845,-26.65077,6.28
92643,283.15435514,-29.37967618,6.12
92646,283.16517776,-52.10737024,5.18
92649,283.17369765,-30.73406171,6.64
92669,283.24958756,-46.58632894,6.17
92672,283.25376644,71.78722587,6.97
92674,283.25753693,-9.57552064,6.27
92676,283.25977914,-48.36091274,6.17
92682,283.27720578,-18.6368379,6.77
92687,283.30000611,-51.93143756,6.3
92689,283.30643961,50.70822149,4.92
92690,283.30657376,-73.62966749,6.93
92700,283.32703399,40.99519196,6.6
92713,283.36886404,42.90261208,6.61
92717,283.38840447,75.78737176,6.33
92723,283.42067791,-31.99199905,6.8
92728,283.43149845,36.97172123,5.58
92731,283.44295777,57.48655746,6.24
92733,283.45252285,-19.79712848,6.98
92738,283.47447851,82.37002604,6.89
92747,283.5003819,-21.35984509,5.68
92750,283.5066796,-47.27437476,6.89
92761,283.54240472,-22.74483405,4.86
92768,283.55519662,27.90952818,5.64
92779,283.59136814,10.80833404,6.54
92782,283.59939447,71.29719191,4.82
92788,283.62128375,-45.48626777,6.65
92791,283.62618249,36.8986131,4.22
92799,283.63516306,-49.879074,6.58
92800,283.6368965,20.61530002,6.85
92814,283.67964103,-15.60303588,5.08
92818,283.68702168,22.64507607,4.57
92822,283.69635593,48.85940109,5.84
92824,283.69640025,-87.60584353,5.29
92831,283.71740476,41.60272255,5.46
92833,283.71882028,33.96857615,5.99
92845,283.77975746,-22.67132807,5.0
92855,283.81635716,-26.29672225,2.05
92862,283.83375551,43.9460885,4.08
92866,283.84815936,-37.38660305,6.48
92869,283.85689906,40.17715269,6.83
92870,283.85800904,-29.21310747,6.74
92872,283.86435786,6.61528985,5.58
92879,283.87667898,14.38497418,6.62
92882,283.87919129,-16.37663466,5.56
92891,283.89882398,42.06028048,6.55
92901,283.93809634,7.17555874,6.7
92902,283.94042019,-56.42337473,6.77
92920,283.97303348,35.81055261,6.67
92926,283.98813948,44.22837583,6.92
92928,284.0000874,-80.72788495,6.57
92931,284.00279892,-23.1737512,5.91
92934,284.01583257,17.99533958,6.64
92937,284.02550531,18.10540994,5.69
92946,284.0549266,4.20359514,4.62
92950,284.05991422,-18.70945669,6.63
92951,284.06101471,4.20213248,4.98
92953,284.07062977,-42.71067569,5.35
92963,284.09441595,-1.79986329,6.2
92968,284.10668575,2.47119003,6.14
92969,284.10716122,65.25808363,5.62
92972,284.11348673,-31.68902495,6.45
92977,284.133478,-48.99225658,6.65
92984,284.15488669,4.26512771,6.71
92986,284.15824129,28.19892122,6.96
92989,284.16873801,-37.34324095,5.36
92997,284.18771059,57.81485096,5.67
93012,284.22793345,-62.80190449,6.47
93015,284.23762024,-67.23349464,4.4
93017,284.25671025,32.90127358,5.2
93026,284.26529065,-5.84631367,4.83
93042,284.29403274,36.46986564,6.7
93049,284.30962988,-43.91701238,6.27
93051,284.31912766,2.53534635,5.56
93053,284.32226323,62.39677326,6.5
93057,284.33531954,-20.65634594,5.02
93068,284.36866456,58.22502594,6.47
93073,284.38844025,32.98956436,6.91
93074,284.39331104,-39.82319527,6.29
93085,284.43250651,-21.1066543,3.52
93097,284.48823977,77.05082463,6.56
93104,284.50790813,38.26618795,5.89
93117,284.54214715,-83.42219838,6.35
93118,284.54485593,-20.42375963,6.93
93124,284.56144737,17.36091207,5.33
93132,284.58544476,-24.87685788,6.62
93134,284.58866599,-31.03597464,6.09
93138,284.59877093,6.23992879,6.22
93140,284.60345941,-22.52949297,6.14
93148,284.61569332,-52.93862889,4.85
93151,284.61849474,-64.00147505,6.94
93161,284.64117248,60.6673197,6.91
93163,284.65186652,-60.20054967,5.14
93171,284.67247716,20.62316729,6.74
93174,284.68073845,-37.107357,4.83
93175,284.68773042,19.79439259,6.52
93177,284.69411666,40.67919422,6.2
93179,284.69551707,13.90664775,5.91
93185,284.71251379,30.18064517,6.8
93187,284.71928015,69.53129183,6.52
93188,284.72082535,-48.50592338,6.63
93194,284.73592771,32.68955742,3.25
93197,284.7474896,50.80914319,6.32
93201,284.76107345,33.11721565,6.98
93203,284.77391889,13.6222449,5.27
93204,284.77397569,43.72101859,6.86
93209,284.79568105,-39.53471237,6.49
93210,284.80121666,39.21732126,6.43
93218,284.82225636,10.14100434,6.75
93225,284.84917453,-12.84051696,5.51
93224,284.84925404,-19.27935868,6.52
93234,284.86157936,-18.56643292,6.37
93233,284.86191067,-75.39007973,6.7
93238,284.87195023,-70.46865345,6.49
93244,284.90565584,15.06829817,4.02
93256,284.93951837,26.2304045,5.26
93270,284.99212183,22.81451508,6.28
93272,284.99366367,-71.93263499,6.8
93275,284.99584139,26.96566445,6.8
93279,285.00344017,32.14551421,4.94
93287,285.01485245,-66.65361762,5.98
93295,285.04892396,-60.203707,6.88
93299,285.05698909,50.5334665,5.39
93309,285.07942363,40.68399927,6.53
93314,285.10187105,33.74182596,6.8
93315,285.10339362,-24.94217106,6.35
93340,285.18106248,55.65830155,5.51
93350,285.20899303,42.25253706,6.82
93354,285.23000642,33.80215797,6.04
93368,285.2635318,-37.06089787,6.73
93371,285.26790826,-37.06155521,6.44
93372,285.27070617,-62.86527231,6.78
93374,285.2726454,19.30960486,6.47
93381,285.28959509,-4.43896956,6.89
93385,285.30534434,2.03321821,6.92
93393,285.32231951,26.29141121,5.69
93397,285.3304974,29.51890816,6.82
93404,285.34395636,20.83284078,6.78
93408,285.35988044,46.93481248,5.0
93418,285.38964911,-15.28261742,6.31
93419,285.39543126,25.02593942,6.74
93423,285.40725264,-22.69536448,6.25
93429,285.42011337,-5.73911489,4.02
93437,285.45153868,33.6212574,6.39
93438,285.45250964,12.54094877,6.83
93443,285.45596261,22.26441245,6.44
93453,285.4901874,19.12487268,6.94
93462,285.52083682,60.12846956,6.87
93466,285.52930638,52.26105785,6.35
93470,285.53550273,-41.9105046,6.21
93488,285.58986191,8.37353876,6.25
93498,285.61531735,-24.84682615,5.63
93499,285.62941185,62.70549823,6.86
93502,285.64226837,-10.72177644,6.64
93506,285.65297476,-29.88010539,2.6
93509,285.65858842,14.56700883,6.88
93523,285.71925407,19.66101056,6.11
93526,285.7270772,-3.69898666,5.4
93537,285.7658545,-19.24568605,5.96
93542,285.7786518,-42.09510461,4.74
93543,285.77915544,-19.10302449,6.37
93546,285.79383898,-47.0513259,6.86
93551,285.82342786,-5.55905176,6.91
93552,285.82373455,-38.253147,5.73
93553,285.82446274,25.82611659,6.97
93557,285.83055405,0.57615162,6.7
93574,285.87353914,-68.75554374,5.89
93580,285.88438672,1.81876786,5.82
93589,285.89776891,2.54574114,6.91
93603,285.92701802,21.26834993,6.61
93624,285.98982982,-51.01860365,5.93
93629,286.00424137,-57.95996228,6.3
93632,286.00802016,16.46330837,6.94
93637,286.02548986,-63.78469159,6.96
93645,286.0406603,17.55609143,6.93
93647,286.0446241,3.33055796,6.72
93649,286.05914492,-22.89651742,6.73
93656,286.06552275,43.8804131,6.99
93666,286.10064735,-5.68484291,6.48
93667,286.10440461,-31.04707914,5.49
93682,286.16647267,-48.4039044,6.66
93683,286.1707572,-21.74149568,3.76
93705,286.21917598,19.14428219,6.57
93713,286.22985643,53.39665426,5.4
93717,286.24029862,-4.03142002,5.4
93718,286.24114646,31.74407174,5.63
93720,286.24286178,30.73339564,6.07
93732,286.28560549,9.64212823,6.88
93733,286.29099608,49.92316641,6.45
93743,286.32736437,-1.51220345,6.51
93747,286.35253418,13.86347817,2.99
93763,286.42158277,-15.66041861,5.93
93770,286.44636731,29.92167409,6.32
93772,286.4487665,6.54681149,6.75
93801,286.54482687,-9.63220911,6.63
93805,286.56224338,-4.88255421,3.43
93808,286.5709814,41.41378032,6.51
93815,286.58314114,-52.34091012,5.17
93822,286.59599684,7.15560137,6.71
93825,286.60462682,-37.06343689,4.23
93836,286.6463274,-1.34613245,6.84
93843,286.65722711,28.62859481,5.53
93845,286.65999241,24.25079305,5.78
93855,286.71715464,-16.22927621,6.0
93858,286.71860301,-37.81065842,6.15
93860,286.72838425,-50.32314427,6.29
93862,286.73169353,-48.29914452,5.95
93864,286.7350369,-27.67042304,3.32
93866,286.74288198,-22.49761591,6.87
93867,286.74417987,11.07122852,5.07
93887,286.78469105,-18.73817082,6.28
93892,286.78762046,0.64097823,6.55
93903,286.82553765,36.10015714,5.25
93917,286.85658637,32.50173824,5.2
93925,286.87850533,-28.63680026,6.05
93966,286.98884126,16.85338506,6.08
93972,287.00397939,-7.84786614,6.86
93974,287.00824608,24.72603555,6.59
93975,287.01467897,21.69892749,6.22
93993,287.06067811,-24.65736915,6.3
93996,287.06959389,-19.29028892,5.56
94005,287.08737435,-40.49670284,4.57
94013,287.10745233,52.42573068,5.88
94023,287.13899668,50.36386805,6.92
94027,287.14759805,14.43522199,6.64
94030,287.15706714,24.17930783,6.7
94034,287.16752001,16.85131016,6.65
94040,287.18424586,-18.95278664,6.57
94041,287.18519765,-23.19028481,6.66
94045,287.19527354,-25.07932681,6.86
94052,287.21646508,30.30098978,6.78
94053,287.21769519,-2.28718885,6.58
94054,287.21802872,-55.72042538,6.44
94062,287.23781147,-18.68271382,6.96
94064,287.24167792,11.29354031,6.65
94067,287.24870262,14.78051678,6.74
94068,287.24963402,6.07320675,5.23
94076,287.26826596,34.60045125,6.7
94083,287.29115861,76.56050217,5.11
94104,287.34636583,30.5662728,6.92
94114,287.36809043,-37.90447444,4.11
94124,287.40151353,-36.1648082,6.54
94130,287.41564863,-39.82723779,6.44
94136,287.43242936,-27.11441631,6.85
94140,287.44086275,65.97851322,6.26
94141,287.44097099,-21.02361486,2.88
94142,287.44196237,37.7942113,6.83
94144,287.45061293,-19.80365715,6.11
94149,287.4649769,-0.4281136,6.34
94150,287.47028378,-68.42444775,5.31
94156,287.48479673,35.66100094,6.55
94157,287.49022434,-41.89225602,5.86
94160,287.50732036,-39.34079617,4.1
94168,287.53443975,-71.54852831,6.64
94184,287.61512528,-30.00711872,6.52
94208,287.68563173,-76.40467653,6.94
94236,287.74275382,-6.62185733,6.84
94241,287.75518186,-7.4275286,6.74
94243,287.7579427,-39.00470516,6.34
94272,287.82839419,-29.50229283,6.28
94280,287.84650803,40.42909535,6.2
94290,287.87909667,26.73587128,6.35
94302,287.91905142,56.85921261,5.13
94311,287.94170374,31.28345592,5.93
94331,288.01365296,2.6225912,6.94
94336,288.02095855,49.85575554,5.85
94344,288.04075513,-37.58310503,6.55
94351,288.06545775,47.37498957,6.54
94366,288.10150961,36.18222813,6.95
94372,288.11682994,-21.65838194,6.39
94376,288.13875006,67.66154129,3.07
94377,288.14356158,16.84641993,6.73
94382,288.15305625,21.55457205,6.02
94385,288.16962975,-7.93951793,5.35
94398,288.19224316,-50.48641972,6.12
94434,288.3069513,-25.90678623,5.79
94436,288.31409419,15.03563468,6.7
94437,288.31468051,-12.28258372,5.51
94460,288.38919041,-62.92257916,6.59
94477,288.4279287,2.29370743,5.14
94478,288.43344324,5.5156052,6.47
94481,288.43953147,39.1459682,4.43
94485,288.47245012,25.75881892,6.98
94490,288.47977509,57.70510165,5.0
94505,288.51631014,67.11555902,6.86
94510,288.53653322,-22.06063733,6.98
94521,288.56674279,-8.71909467,6.54
94524,288.57611787,11.71277156,6.77
94528,288.58542123,55.94039354,6.74
94548,288.65174298,-29.83121059,6.88
94556,288.66483987,-45.19352706,5.91
94564,288.68629682,6.04854941,6.92
94576,288.70920294,31.8603498,6.61
94592,288.74520313,27.96109643,6.91
94593,288.75326741,-48.96264579,6.84
94598,288.76121283,20.20312303,6.03
94604,288.7832191,83.46274647,6.5
94620,288.82234138,21.23211845,5.65
94623,288.82990232,50.07112747,6.27
94624,288.83370972,15.08365149,5.58
94627,288.84288119,-6.04976378,6.63
94630,288.85358237,30.52638144,5.88
94643,288.88511604,-25.25668251,4.86
94645,288.88844912,-24.17935216,6.25
94648,288.88773438,73.35546795,4.45
94646,288.88901424,18.51635254,6.46
94651,288.89752961,-36.94936514,6.96
94659,288.93205658,40.35992305,6.97
94677,288.98358548,31.03549999,6.79
94679,288.9873435,27.45592458,6.54
94680,288.99017771,31.240838,6.82
94685,288.99787489,27.92630191,6.18
94703,289.05433347,21.3904279,4.76
94712,289.09059277,-45.46603326,5.38
94713,289.09206275,38.13373077,4.35
94714,289.09337806,-75.80010145,6.61
94720,289.11161726,14.54461562,5.65
94724,289.11921672,-69.19082473,6.25
94727,289.12929845,4.83479546,5.59
94730,289.13653157,-33.52231693,6.58
94733,289.14453628,6.59666954,6.68
94735,289.15281256,-52.43780567,6.76
94755,289.21410874,46.99910245,6.02
94757,289.21755817,-10.9717751,6.93
94760,289.22133615,63.20739954,6.93
94767,289.24218208,-67.16674283,6.9
94770,289.25216826,-65.22770243,6.42
94779,289.27570325,53.36845943,3.8
94781,289.28789411,39.02862669,6.93
94789,289.30097111,-66.66104808,5.52
94799,289.33324168,39.12107996,6.57
94812,289.38276513,21.81384687,6.89
94820,289.40866411,-18.95290801,4.88
94823,289.41649184,-15.96713716,6.62
94822,289.41663077,22.44120858,6.82
94827,289.43181759,23.02554007,5.46
94833,289.45077379,2.03172727,6.19
94834,289.45416076,11.59542193,5.28
94852,289.50358288,31.02186311,6.69
94858,289.54075407,-53.38708624,6.36
94883,289.63037154,0.4234645,6.72
94885,289.63539751,1.08512891,5.1
94890,289.65779752,49.56945616,6.32
94899,289.67309586,-56.14469434,6.81
94910,289.7017003,19.61047673,6.5
94913,289.71226605,0.33902377,6.4
94916,289.71980525,9.61807056,6.31
94921,289.73335159,73.55089653,6.95
94923,289.74213982,40.36045639,6.88
94926,289.74607378,-33.2782859,6.94
94929,289.75040207,-15.53656959,6.09
94932,289.75480228,37.4453462,6.25
94934,289.76558351,33.38881049,6.6
94937,289.7736,27.26129803,6.77
94940,289.78997716,-15.90834235,6.86
94956,289.84056107,-36.89452703,6.91
94962,289.86541905,31.9663218,6.83
94969,289.88289505,22.5707456,6.95
94974,289.90182551,54.37598755,6.23
94975,289.90593443,-51.57260291,6.57
94981,289.91249053,37.33053955,6.29
94982,289.91395036,12.37467975,5.53
94986,289.91664181,-35.42145195,5.59
94993,289.94224741,64.39080934,6.52
95002,289.9711071,11.53496455,6.03
95021,290.01166998,-6.62800879,6.76
95038,290.06681226,57.64512944,5.91
95049,290.10285875,-10.56037171,6.97
95051,290.10641397,32.09892247,6.84
95054,290.10913302,-31.81759961,6.56
95055,290.11280385,-1.30975891,6.57
95056,290.11294285,39.9261981,6.81
95066,290.13710279,-5.41576593,4.98
95067,290.13773093,35.18595746,6.3
95073,290.14869363,-0.89216101,5.46
95077,290.15895532,-22.40253523,5.59
95081,290.16704983,65.71453144,4.6
95083,290.17117188,-24.21040932,6.82
95099,290.20130225,-4.50250363,6.89
95107,290.22457505,13.57659407,6.91
95109,290.22625048,22.19878669,6.56
95116,290.24954222,19.14553713,6.82
95126,290.278458,-1.17646519,6.95
95143,290.35579805,57.76681068,6.59
95149,290.37398269,-34.98348752,6.48
95154,290.39798513,76.55959573,6.22
95156,290.40045862,52.37640531,6.94
95159,290.40463467,-19.2344457,6.25
95167,290.4179771,79.60282962,6.06
95168,290.41816155,-17.84719749,3.92
95176,290.43176295,-15.95501757,4.52
95188,290.46206487,-18.30838831,5.84
95211,290.53969737,-42.01602651,6.33
95219,290.58672873,-8.20107203,6.66
95222,290.58977124,-0.2523446,5.81
95226,290.60695577,-31.93661783,6.94
95235,290.63897109,33.51816281,6.09
95239,290.65732097,-51.23127592,6.42
95241,290.65955207,-44.45896465,3.96
95244,290.66791749,-20.64291048,6.72
95245,290.67044111,37.58122306,6.6
95253,290.70146216,9.91315017,6.34
95260,290.71201613,26.26240313,5.22
95261,290.71335928,-54.42393063,5.03
95281,290.76853837,-7.40061532,6.31
95287,290.78425215,14.9210326,6.65
95289,290.79198955,-10.70320647,6.99
95294,290.80473701,-44.79977847,4.27
95306,290.8491134,50.271289,6.51
95319,290.89171911,33.2219661,6.37
95320,290.89234517,69.01469451,6.96
95322,290.90381477,-53.94613275,6.62
95340,290.94554027,20.26435589,6.4
95347,290.97156872,-40.61593993,3.96
95352,290.98542386,43.3881706,5.85
95354,290.99158747,32.72374681,6.76
95369,291.02283651,-68.37108171,6.33
95370,291.02522798,36.4520937,6.44
95372,291.03157856,29.62133757,4.99
95385,291.05273085,-62.99818413,6.58
95396,291.08948349,-43.72206339,6.13
95398,291.09197141,16.93772171,6.27
95400,291.09391468,28.08756966,6.53
95408,291.12574999,-27.86594526,6.03
95435,291.1892031,16.95702196,6.84
95445,291.23329663,-44.19479585,6.88
95447,291.24250148,11.94441552,5.17
95453,291.25638652,-4.88453588,6.5
95456,291.26684251,-29.30935898,5.91
95468,291.2915112,-51.1006313,6.88
95477,291.31871418,-24.50857507,5.02
95480,291.32561907,37.2451981,6.8
95485,291.33997436,-13.89713,5.72
95487,291.34329965,20.2717268,6.31
95492,291.35732331,24.91277444,6.19
95498,291.36918107,19.79836536,5.14
95503,291.37358265,-23.96245662,5.45
95501,291.3745854,3.1147753,3.36
95516,291.43059626,-22.45166863,6.79
95520,291.44485352,58.02732202,6.6
95532,291.48414871,-49.84288691,6.66
95534,291.485911,44.93075312,6.68
95556,291.53802894,36.31789626,5.17
95557,291.54600857,-15.05325139,5.71
95560,291.55519226,20.09773254,5.6
95564,291.57981827,-21.77669291,5.57
95572,291.60056239,13.02380156,5.76
95574,291.6023844,-14.55121224,6.7
95576,291.61040394,62.55714473,6.38
95582,291.61952947,19.89149302,5.84
95584,291.627492,20.25898278,6.64
95585,291.6295382,0.33857007,4.64
95586,291.63307074,11.85106972,6.91
95603,291.67323066,-46.5789147,6.65
95619,291.73534181,-29.74322524,5.66
95656,291.85815829,52.3204356,5.73
95657,291.86068617,18.29588709,6.84
95664,291.89128456,14.28248088,6.31
95673,291.90164873,37.9411969,6.3
95680,291.92121399,4.70971732,6.73
95690,291.95048755,-54.32527229,5.7
95700,291.97526963,20.24738345,6.88
95713,292.0219254,-18.35930781,6.73
95717,292.02629642,17.84668909,6.89
95718,292.02680884,-69.63185437,6.72
95728,292.05775226,29.45027418,6.57
95732,292.08665952,2.93003016,5.84
95755,292.14721849,-15.10230154,6.77
95764,292.16050308,39.94083361,6.9
95771,292.17637441,24.66490477,4.44
95785,292.2378462,24.7687227,5.82
95793,292.25411763,1.95044755,5.79
95812,292.32511097,0.24607983,6.25
95818,292.3370754,20.27973657,6.34
95820,292.33900329,-7.04408652,6.37
95821,292.33935183,31.60865574,6.95
95822,292.34231135,14.59601906,5.57
95823,292.34935701,-43.44519498,5.7
95833,292.37529034,36.2874796,6.66
95847,292.40775002,-12.64671367,6.89
95853,292.42649598,51.72977887,3.76
95865,292.46744547,-26.98561504,5.46
95866,292.469211,-55.44175419,6.14
95879,292.49547111,46.94648758,6.88
95898,292.54389571,2.90407276,6.08
95899,292.55103557,55.42271031,6.88
95901,292.55247462,56.64442026,6.92
95902,292.55355972,46.14780027,6.99
95905,292.56210257,-32.09139585,6.6
95908,292.57218159,33.72845496,6.55
95926,292.63206475,12.8169,6.91
95929,292.63801035,3.44440344,6.09
95931,292.64366318,56.13620879,6.68
95932,292.64421619,-55.1100532,6.29
95937,292.66598928,-2.78888694,5.03
95947,292.68033578,27.95968112,3.05
95951,292.68914756,27.96527652,5.12
95953,292.69513024,36.22850352,6.26
95965,292.72519711,-21.31223743,6.11
95974,292.74249572,-14.56321719,6.93
95978,292.75112917,70.9893389,6.06
95987,292.77171837,2.01174083,6.52
95995,292.78322323,58.58601038,6.6
95999,292.79570948,-68.43391975,5.98
96003,292.8064786,55.7318359,6.37
96009,292.81736907,33.47075342,6.7
96011,292.81818959,47.48117995,6.87
96014,292.83054813,50.30670588,5.55
96016,292.84009004,26.61717129,5.89
96018,292.84246396,-46.27299238,6.84
96028,292.86837545,55.26478187,6.84
96047,292.93025778,5.76907709,6.95
96052,292.94300748,34.45296837,4.74
96065,292.98803355,-54.16524761,6.82
96071,293.00282958,7.48784262,6.8
96081,293.02273179,25.59633411,6.87
96095,293.05832436,-44.54638682,6.48
96100,293.08996173,69.6611754,4.67
96111,293.11880965,-30.86946698,6.58
96141,293.22425881,-53.18561773,5.76
96143,293.22873584,31.23608498,6.7
96154,293.26318137,-30.36280417,6.76
96159,293.28235558,5.0293925,6.61
96164,293.29195674,60.15869068,6.3
96178,293.3400867,-45.27174848,5.59
96183,293.35647107,21.84032948,6.89
96185,293.36283696,33.20186499,6.62
96195,293.40181431,38.76197535,6.61
96196,293.40382967,3.76132745,6.98
96198,293.42336159,49.26231871,6.0
96199,293.42587347,-34.19769734,6.94
96204,293.44179705,5.4657076,6.35
96214,293.47394801,56.45994316,6.87
96229,293.52230372,7.3789415,4.45
96234,293.53535663,-40.03463823,5.89
96241,293.5463683,7.78576855,6.89
96252,293.57579257,41.92721876,6.68
96258,293.58245908,51.23661978,5.71
96264,293.6040829,71.60535563,6.7
96274,293.64142349,-23.85883117,6.51
96275,293.64540118,19.77340282,5.0
96286,293.6660882,48.16455048,6.79
96288,293.6719137,42.41250862,5.34
96292,293.68303835,43.94585553,6.64
96297,293.69312356,63.43417157,6.47
96302,293.71220307,29.4629544,5.39
96310,293.73378092,33.79548769,6.64
96313,293.74570626,27.225343,6.74
96314,293.74900515,-81.75294567,6.63
96316,293.75514483,52.50201845,6.39
96327,293.78023887,-10.56044383,5.12
96329,293.78168787,19.00496768,6.82
96335,293.79260061,74.37747947,6.97
96341,293.80411512,-48.09920159,4.88
96351,293.85471756,2.91360538,6.37
96353,293.8634414,15.61057503,6.55
96356,293.87418865,-7.46028271,6.32
96365,293.88941383,-12.25311452,6.27
96370,293.89910666,-20.78209086,6.74
96387,293.95126783,36.94453909,6.03
96392,293.9614046,-2.45573654,6.99
96395,293.98172256,56.98390074,6.73
96396,293.98311029,50.23861799,6.47
96399,293.98835123,-53.00808193,6.71
96406,294.00688893,-24.71908146,5.64
96415,294.03105901,35.21365245,6.75
96416,294.03347701,11.15016792,6.7
96417,294.03480004,22.58576334,6.33
96420,294.04855364,12.16160984,6.72
96423,294.05256712,6.00741864,6.62
96428,294.06535898,14.39107016,6.37
96440,294.10864523,-18.85292144,6.13
96441,294.11056248,50.22110266,4.49
96449,294.13507796,43.70611142,6.6
96453,294.15031737,-32.69086534,6.9
96459,294.1582377,44.69493598,5.17
96465,294.17680514,-24.883623,4.59
96468,294.18032351,-1.2866009,4.36
96479,294.21135189,-10.15749264,6.77
96481,294.21855197,11.27320595,5.98
96483,294.22270556,-7.02747723,4.93
96491,294.23604007,38.38382625,6.51
96496,294.26392119,-18.2310521,5.66
96499,294.27752356,22.00594522,6.92
96503,294.29007706,29.33369995,6.43
96507,294.29892009,28.49986375,6.67
96516,294.32247373,16.46280251,5.67
96517,294.32329362,38.59420837,6.93
96524,294.34773495,18.97651676,6.67
96536,294.39339105,-14.30180083,5.46
96546,294.42006631,35.02253634,6.44
96556,294.44715718,-4.64763991,5.45
96558,294.45245725,-13.95635989,6.86
96572,294.48630655,49.28441612,6.47
96577,294.50193931,-32.91279737,6.86
96579,294.50610149,35.2589921,6.55
96588,294.54039082,17.24321951,6.93
96601,294.57412494,20.78339098,6.5
96607,294.60814221,-57.9833408,6.19
96610,294.62168175,-65.9142261,6.79
96620,294.67159857,54.97379334,5.89
96622,294.68065615,-10.15666282,6.61
96630,294.70413169,3.3815224,6.36
96644,294.73423999,-28.60721615,6.72
96662,294.79299623,68.6525578,6.78
96665,294.79850601,5.39777322,5.18
96683,294.84419004,30.15332117,4.68
96686,294.85041784,-69.3378812,6.95
96688,294.8555675,16.57112068,6.37
96693,294.86035556,42.81827784,5.41
96706,294.89390296,45.95743919,6.25
96708,294.89473189,-69.60246029,6.95
96721,294.92407153,-45.27855036,6.24
96724,294.93717331,33.97893809,6.1
96729,294.95608571,-23.42770034,6.33
96734,294.96742646,-66.68550546,6.37
96736,294.96785908,-15.16743648,6.73
96739,294.98135923,-39.43289213,6.6
96757,295.02413251,18.01389046,4.39
96760,295.02985753,-23.42908567,5.97
96771,295.05498337,60.50711413,6.49
96781,295.07799922,-54.41779042,6.24
96783,295.08874189,-5.44751659,6.59
96789,295.11802165,20.47707432,6.52
96801,295.16491405,23.71795128,6.64
96804,295.17098804,31.40649579,6.99
96805,295.17145843,43.07782424,6.17
96806,295.17519889,-54.21036108,6.9
96807,295.18050094,-0.62123323,5.64
96808,295.18076475,-16.29326756,5.3
96813,295.1880043,-7.51234509,6.97
96825,295.20909781,45.52494199,5.06
96837,295.26224687,17.47604116,4.39
96840,295.27303453,13.81568165,5.98
96856,295.31103837,22.45277294,6.43
96882,295.40526854,-65.85441376,6.08
96887,295.41589709,40.02234502,6.91
96888,295.41913686,30.80862649,6.85
96895,295.45397281,50.52506025,5.99
96901,295.46654989,50.51752315,6.25
96903,295.46924607,27.38214314,6.67
96907,295.49006714,40.25414411,6.22
96917,295.51218096,-9.19365434,6.31
96919,295.51728364,55.46322165,6.42
96931,295.5533869,12.19326116,6.33
96932,295.55429434,-36.63343187,6.86
96936,295.58050384,18.46564454,6.92
96938,295.59436694,-24.85930863,6.7
96950,295.62972399,-16.12399635,5.06
96956,295.63950327,-50.66759619,6.9
96957,295.64170549,11.8265829,5.28
96977,295.6858584,32.42674142,5.93
96979,295.6911487,8.38276256,6.89
96985,295.70185833,22.85163333,6.54
96988,295.70463248,29.33176304,6.54
97001,295.73441896,40.72175748,6.71
97018,295.76872193,39.99712107,6.95
97023,295.77929069,24.59794074,6.87
97028,295.78998861,30.67789084,6.08
97029,295.7948609,38.67171358,6.37
97033,295.81007878,58.01661701,6.29
97050,295.8543428,22.49498966,6.82
97063,295.88970937,-15.47010548,5.49
97067,295.90674094,-37.53876491,6.14
97070,295.91456809,57.04271345,6.28
97077,295.92885488,25.77192859,5.5
97081,295.93790338,41.77310845,5.86
97087,295.96438137,34.16272423,6.04
97091,295.98322558,27.13539795,6.27
97101,296.00749193,9.51762531,6.57
97118,296.06918701,37.35435508,4.89
97122,296.07673388,69.33706468,5.9
97131,296.1155334,-41.60913392,6.83
97135,296.13147299,18.58864185,6.78
97139,296.14246519,13.30278286,6.25
97141,296.14923637,13.23034024,6.84
97142,296.15905443,34.41416402,6.39
97144,296.17207041,8.72653779,6.43
97150,296.20305985,29.26469198,6.97
97151,296.20433516,40.71680336,6.36
97157,296.22624397,-10.57287594,6.63
97165,296.24365768,45.13080969,2.86
97210,296.35139835,-30.90300219,6.81
97228,296.41522421,36.09102257,6.38
97229,296.41644774,7.61315808,5.89
97242,296.46398344,35.01275146,6.14
